42.234132,-71.048493
42.234132,-71.048493
42.234132,-71.048493
42.234132,-71.048493
42.234132,-71.048493
42.234132,-71.048492
42.234132,-71.048492
42.234131,-71.048492
42.234131,-71.048492
42.234131,-71.048492
42.234131,-71.048492
42.234131,-71.048492
42.234131,-71.048492
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048491
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048490
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048489
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048488
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048487
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234131,-71.048486
42.234134,-71.048486
42.234137,-71.048487
42.234141,-71.048489
42.234144,-71.048490
42.234148,-71.048492
42.234152,-71.048495
42.234156,-71.048497
42.234160,-71.048498
42.234163,-71.048498
42.234166,-71.048499
42.234168,-71.048499
42.234170,-71.048499
42.234170,-71.048500
42.234170,-71.048500
42.234169,-71.048500
42.234165,-71.048503
42.234157,-71.048510
42.234147,-71.048524
42.234135,-71.048544
42.234120,-71.048567
42.234104,-71.048593
42.234089,-71.048618
42.234074,-71.048641
42.234059,-71.048661
42.234044,-71.048678
42.234028,-71.048690
42.234011,-71.048694
42.233994,-71.048688
42.233981,-71.048672
42.233973,-71.048653
42.233971,-71.048642
42.233972,-71.048640
42.233972,-71.048637
42.233973,-71.048632
42.233974,-71.048625
42.233977,-71.048615
42.233983,-71.048601
42.233992,-71.048582
42.234004,-71.048560
42.234018,-71.048537
42.234033,-71.048515
42.234049,-71.048494
42.234064,-71.048474
42.234079,-71.048455
42.234092,-71.048438
42.234104,-71.048422
42.234115,-71.048406
42.234127,-71.048390
42.234139,-71.048373
42.234153,-71.048356
42.234167,-71.048342
42.234182,-71.048333
42.234198,-71.048331
42.234213,-71.048335
42.234226,-71.048343
42.234237,-71.048352
42.234245,-71.048362
42.234249,-71.048375
42.234249,-71.048393
42.234242,-71.048415
42.234228,-71.048436
42.234209,-71.048461
42.234189,-71.048490
42.234168,-71.048522
42.234146,-71.048555
42.234125,-71.048588
42.234105,-71.048619
42.234086,-71.048646
42.234068,-71.048668
42.234050,-71.048685
42.234030,-71.048694
42.234010,-71.048694
42.233992,-71.048682
42.233979,-71.048661
42.233974,-71.048634
42.233978,-71.048606
42.233989,-71.048580
42.234002,-71.048555
42.234016,-71.048531
42.234030,-71.048509
42.234040,-71.048493
42.234046,-71.048484
42.234052,-71.048476
42.234059,-71.048466
42.234068,-71.048455
42.234081,-71.048441
42.234097,-71.048423
42.234114,-71.048402
42.234131,-71.048380
42.234148,-71.048361
42.234165,-71.048346
42.234182,-71.048338
42.234200,-71.048337
42.234216,-71.048341
42.234227,-71.048347
42.234237,-71.048354
42.234245,-71.048363
42.234251,-71.048378
42.234252,-71.048397
42.234243,-71.048420
42.234226,-71.048443
42.234206,-71.048468
42.234184,-71.048497
42.234162,-71.048529
42.234141,-71.048562
42.234119,-71.048594
42.234100,-71.048624
42.234082,-71.048651
42.234064,-71.048672
42.234045,-71.048687
42.234024,-71.048694
42.234002,-71.048690
42.233984,-71.048673
42.233975,-71.048646
42.233975,-71.048615
42.233984,-71.048587
42.233998,-71.048561
42.234014,-71.048537
42.234031,-71.048512
42.234050,-71.048487
42.234068,-71.048463
42.234086,-71.048441
42.234102,-71.048419
42.234118,-71.048397
42.234133,-71.048376
42.234145,-71.048360
42.234157,-71.048348
42.234173,-71.048340
42.234192,-71.048342
42.234212,-71.048352
42.234233,-71.048369
42.234254,-71.048389
42.234273,-71.048410
42.234290,-71.048428
42.234302,-71.048443
42.234313,-71.048459
42.234323,-71.048479
42.234331,-71.048509
42.234332,-71.048549
42.234323,-71.048595
42.234303,-71.048645
42.234274,-71.048694
42.234241,-71.048740
42.234209,-71.048782
42.234180,-71.048821
42.234156,-71.048856
42.234136,-71.048883
42.234122,-71.048905
42.234112,-71.048919
42.234107,-71.048927
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234107,-71.048928
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234106,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234107,-71.048929
42.234105,-71.048931
42.234100,-71.048939
42.234091,-71.048957
42.234083,-71.048985
42.234083,-71.049019
42.234095,-71.049057
42.234119,-71.049100
42.234152,-71.049151
42.234194,-71.049208
42.234243,-71.049272
42.234298,-71.049341
42.234358,-71.049411
42.234421,-71.049478
42.234487,-71.049542
42.234558,-71.049604
42.234634,-71.049668
42.234712,-71.049734
42.234791,-71.049801
42.234868,-71.049868
42.234945,-71.049934
42.235021,-71.050000
42.235095,-71.050063
42.235170,-71.050119
42.235244,-71.050176
42.235308,-71.050232
42.235376,-71.050288
42.235444,-71.050343
42.235510,-71.050400
42.235575,-71.050460
42.235639,-71.050519
42.235700,-71.050578
42.235758,-71.050636
42.235810,-71.050690
42.235859,-71.050743
42.235901,-71.050793
42.235937,-71.050838
42.235963,-71.050879
42.235982,-71.050921
42.235993,-71.050964
42.235994,-71.051006
42.235990,-71.051050
42.235978,-71.051091
42.235958,-71.051125
42.235939,-71.051151
42.235918,-71.051166
42.235902,-71.051174
42.235894,-71.051172
42.235891,-71.051171
42.235888,-71.051169
42.235888,-71.051168
42.235888,-71.051168
42.235884,-71.051169
42.235882,-71.051171
42.235875,-71.051172
42.235860,-71.051179
42.235832,-71.051193
42.235804,-71.051208
42.235740,-71.051215
42.235687,-71.051198
42.235640,-71.051165
42.235594,-71.051122
42.235551,-71.051080
42.235510,-71.051041
42.235471,-71.051002
42.235436,-71.050969
42.235406,-71.050941
42.235384,-71.050920
42.235370,-71.050907
42.235364,-71.050901
42.235363,-71.050900
42.235364,-71.050902
42.235363,-71.050901
42.235361,-71.050899
42.235359,-71.050898
42.235353,-71.050896
42.235339,-71.050887
42.235315,-71.050865
42.235281,-71.050831
42.235244,-71.050791
42.235200,-71.050743
42.235138,-71.050687
42.235075,-71.050618
42.235010,-71.050549
42.234940,-71.050479
42.234868,-71.050409
42.234793,-71.050338
42.234719,-71.050266
42.234646,-71.050195
42.234572,-71.050124
42.234499,-71.050050
42.234425,-71.049975
42.234350,-71.049896
42.234276,-71.049816
42.234201,-71.049732
42.234126,-71.049644
42.234051,-71.049553
42.233975,-71.049456
42.233897,-71.049356
42.233818,-71.049251
42.233737,-71.049143
42.233655,-71.049031
42.233571,-71.048914
42.233486,-71.048793
42.233399,-71.048668
42.233312,-71.048542
42.233225,-71.048416
42.233137,-71.048291
42.233048,-71.048167
42.232958,-71.048043
42.232869,-71.047918
42.232778,-71.047791
42.232686,-71.047664
42.232592,-71.047537
42.232496,-71.047410
42.232395,-71.047286
42.232290,-71.047166
42.232181,-71.047048
42.232069,-71.046934
42.231956,-71.046826
42.231840,-71.046724
42.231723,-71.046629
42.231603,-71.046539
42.231480,-71.046455
42.231356,-71.046378
42.231231,-71.046309
42.231105,-71.046248
42.230978,-71.046194
42.230851,-71.046148
42.230723,-71.046109
42.230595,-71.046078
42.230467,-71.046054
42.230338,-71.046038
42.230209,-71.046028
42.230079,-71.046022
42.229950,-71.046021
42.229819,-71.046023
42.229687,-71.046027
42.229554,-71.046031
42.229421,-71.046034
42.229287,-71.046039
42.229152,-71.046044
42.229014,-71.046051
42.228873,-71.046058
42.228737,-71.046060
42.228604,-71.046060
42.228470,-71.046060
42.228336,-71.046053
42.228201,-71.046047
42.228071,-71.046032
42.227939,-71.046009
42.227810,-71.045981
42.227683,-71.045952
42.227561,-71.045921
42.227443,-71.045883
42.227334,-71.045835
42.227228,-71.045784
42.227124,-71.045726
42.227020,-71.045666
42.226926,-71.045603
42.226827,-71.045539
42.226728,-71.045473
42.226633,-71.045404
42.226532,-71.045326
42.226425,-71.045241
42.226321,-71.045152
42.226219,-71.045059
42.226110,-71.044968
42.226006,-71.044872
42.225897,-71.044774
42.225792,-71.044674
42.225685,-71.044570
42.225587,-71.044451
42.225490,-71.044334
42.225394,-71.044217
42.225302,-71.044101
42.225211,-71.043984
42.225121,-71.043872
42.225035,-71.043760
42.224949,-71.043647
42.224876,-71.043534
42.224810,-71.043413
42.224759,-71.043296
42.224693,-71.043180
42.224642,-71.043068
